====== Cluster 0
--- Centers:
ability	0.3425536420989429
access	0.11333873107273719
accessway	0.40964649556683963
accessways	0.28804495193573026
accommodate	0.38832134120272865
acquired	0.41436755465954256
acre	0.6215835846019058
acres	0.7071036562218782
across	0.30533229768125886
act	1.2264529118047305
action	0.3224690628917973
activities	0.5717200087318512
activity	0.20818100594380368
addition	0.9122210428124186
additional	0.7125206935634399
address	0.30603408088259987
adequate	0.6535572596575443
adjacent	0.9575731854004742
adverse	0.7229938782681408
adversely	0.49699687399913756
affect	0.5036231584193276
affected	0.3117535629720807
agency	0.31952805902186665
agreement	0.49377479998305274
agricultural	0.7490314242469641
allow	0.48250575186644773
allowed	0.40990298133205255
along	1.079282944227357
already	0.308882673235692
also	0.9417585207627642
alternative	0.39881233863681226
alternatives	0.2035954374846919
although	0.5868146317955203
amended	0.3585879309977575
amendment	1.2285069964433823
amount	0.42498688506422627
analysis	0.4018966534864619
angeles	0.37232853491097456
appeal	0.34548361093143176
applicable	0.46298607134585035
applicant	1.2074228422429303
applicants	0.9013608918343778
application	0.45298451221714786
appropriate	0.49386048866738314
approval	0.6348861809323406
approved	0.9898127138341462
approximately	0.8030049348272189
area	1.6737501989851045
areas	1.6580212979205113
article	0.3320291560666509
associated	0.4020399108729772
assure	0.31309302793647775
attached	0.2809855095301923
authorization	0.3763746747087329
available	0.5319875042281097
avenue	0.609687386147721
b	0.5739092922036529
bahia	0.04997980682496024
based	0.38951222517249795
basis	0.2499801177284144
bay	0.6659526082389557
beach	2.2471642228218025
beaches	0.6813662444423098
bluff	1.5971866154232162
bluffs	0.4960490386909356
boat	0.4114448798304861
bridge	0.27845291497748886
buffer	0.8090227205389202
building	0.5281526414358326
c	0.6162737918247315
california	0.5848097746960519
caltrans	0.042740953856640194
canal	0.028082916148598026
capacity	0.2811049034308399
carlsbad	0.6037822937377528
case	0.5340528995589208
center	0.4899518265117875
ceqa	0.046272890593361864
certified	0.9862856349388253
change	0.3587107830776576
changes	0.46351103325651927
chapter	0.4951911597439003
city	1.6340030802958447
citys	0.6641072326121289
club	0.5065965509924439
coast	0.6518714019635872
coastal	1.2729252085570992
code	0.2974297961271296
commercial	0.8283627909752227
commission	1.369038613552276
commissions	0.485128318640798
community	0.511325612500629
compliance	0.2337166180769525
condition	1.1846981040270863
conditioned	0.5839897128171307
conditions	0.603373413204916
conform	0.14250918714201774
conformance	0.20525923238805968
conformity	0.16628720383981663
considered	0.38946547026520284
consistency	0.3488314408803399
consistent	1.1498010840800748
constructed	0.3355765423550255
construction	1.1264708791894358
contains	0.3310703157160148
continued	0.13428777081639354
control	0.4090224089411855
could	0.7245486566071834
county	0.7235098836131447
countys	0.2338558008107167
course	0.5634475686555032
create	0.3015466427406166
cumulative	0.6832605531103606
current	0.39081635281505034
currently	0.6809962261779727
date	0.176591541898861
day	0.2615144958363867
decision	0.2665277824705545
dedicate	0.3676363202337611
dedication	0.4513939156540602
deed	0.6091064840424736
del	0.8677527222451332
demand	0.25836213438415445
density	0.4627289059336182
department	0.47565864811078035
described	0.34152516779125747
design	0.5716663457833683
designated	0.5408330016803055
designed	0.527353486536978
determination	0.2474259873150131
determines	0.1434662832698951
developed	0.6646259823163794
development	1.7742782821648468
developments	0.3692367714996585
diego	0.28866365186751525
director	0.6054296755646046
district	0.7783063446127055
drive	0.7676435831434809
due	0.3993073175528053
dune	0.7780291734238493
dunes	0.6316665390205773
e	0.24360580955996683
easement	1.1578160265585913
easements	0.2825247077362815
east	0.7648926994165853
edge	0.5442254529294624
effect	0.2942457641597313
effects	0.5361067087194196
either	0.48516520106285715
encroachment	0.5356719842851618
end	0.48233632313018454
enhance	0.4415028607279409
enhancement	0.5025234128376416
ensure	0.5069249201107859
entire	0.41913363251312585
environment	0.14925767022944966
environmental	0.263656266849239
environmentally	0.5708262011431993
erosion	0.6147584212571903
established	0.2429625890640283
evidence	0.43129560478760837
except	0.483489832353985
executive	0.6077949944385734
exhibit	0.740126518086524
exist	0.42102666181647486
existing	1.5666588623894722
exists	0.4472752733674925
expansion	0.21982377910884685
extension	0.3624348719417427
extent	0.47277262052911906
facilities	1.0610257900903186
facility	0.46292990516190663
family	0.28658206817463533
feasible	0.5432767883163806
feet	1.2566743022170486
fill	0.3838779759647379
final	0.3492780270942716
find	0.24990437732300033
finding	0.3246654725777091
findings	0.4218827892295824
finds	0.8914282746512866
first	0.6062615475795607
fish	0.48344091457333394
five	0.3710310859034396
following	0.44849940964227014
foot	0.7751834943641566
forth	0.16088010654775844
found	0.6184073103858801
front	0.3720611024917071
ft	0.4793198994397655
future	0.8081634973273834
general	0.5164406003622755
given	0.25368443127598356
golf	0.7450490070373331
government	0.22643348369312752
grading	0.5538181246165845
grant	0.4989574350073511
grants	0.04242621937331269
grounds	0.12093118506070755
habitat	1.4877399082334155
harbor	0.820047361485239
hearing	0.18667821173293345
height	0.5258965948300902
hereby	0.10649933014267203
high	0.646608473066136
highway	0.47332168850041506
hotel	0.3049505788064897
however	0.8342910999619236
identified	0.503002515653174
ii	0.41742703617133986
impact	0.6387201511211533
impacts	1.168956511985264
implementation	0.4366942223893355
improvements	0.7724111253537598
include	0.6845085091079139
included	0.36599563948184854
includes	0.5038068982439247
including	0.8146347384907726
inconsistent	0.3815356261323581
increase	0.43678469326433683
increased	0.3877965301437177
individual	0.44941050972743174
information	0.4317115409767746
inland	0.38604705181838384
interest	0.39791850779899146
interfere	0.5122565243061367
issuance	0.403200171226292
issue	0.4039779197706939
issues	0.36647937410341
jurisdiction	0.2703913584362523
